,text,lemma,gender,number,animate,count
1,אב,אב,Masc,Sing,True,22219
2,אבא,אבא,Masc,Sing,True,2009
7,אבות,אב,Masc,Plur,True,7390
8,אבותי,אב,Masc,Plur,True,1402
9,אבותיי,אב,Masc,Plur,True,2
20,אבי,אב,Masc,Sing,True,56237
22,אביון,אביון,Masc,Sing,True,36
23,אביונים,אביון,Masc,Plur,True,109
24,אבים,אב,Masc,Plur,True,27
25,אבים,אב,Masc,Sing,True,11
26,אביר,אביר,Masc,Sing,True,2778
28,אבירי,אביר,Masc,Plur,True,1949
29,אבירי,אביר,Masc,Sing,True,7
32,אבל,אבל,Masc,Sing,True,1159
37,אבלי,אבל,Masc,Plur,True,36
38,אבלי,אבל,Masc,Sing,True,13
39,אבלים,אבל,Masc,Plur,True,336
86,אדון,אדון,Masc,Sing,True,2476
87,אדונ,אדון,Masc,Sing,True,386
88,אדונו,אדון,Masc,Sing,True,22
89,אדונות,אדון,Fem,Plur,True,4
90,אדונות,אדון,Fem,Sing,True,7
91,אדוני,אדון,Masc,Plur,True,902
92,אדוני,אדון,Masc,Sing,True,62
93,אדונים,אדון,Masc,Plur,True,563
118,אוגרי,אוגר,Masc,Plur,True,66
119,אוגריים,אוגר,Masc,Plur,True,31
120,אוגרים,אוגר,Masc,Plur,True,263
125,אוז,אוז,Masc,Sing,True,245
196,אח,אח,Fem,Sing,True,27
197,אח,אח,Masc,Sing,True,4638
203,אחווים,אח,Masc,Plur,True,4
207,אחות,אח,Fem,Sing,True,17843
208,אחותי,אח,Fem,Sing,True,27
209,אחי,אח,Masc,Plur,True,120
210,אחי,אח,Masc,Sing,True,29613
211,אחיות,אח,Fem,Plur,True,5584
212,אחיותי,אח,Fem,Plur,True,664
213,אחיותי,אח,Masc,Plur,True,533
217,אחיכ,אח,Masc,Sing,True,4
218,אחים,אח,Masc,Plur,True,14473
236,אילה,אילה,Fem,Sing,True,6
237,אילי,אילה,Masc,Plur,True,207
238,אילי,אילה,Masc,Sing,True,4
239,אילים,אילה,Masc,Plur,True,54
240,אימ,אם,Fem,Sing,True,46
241,אימ,אם,Masc,Sing,True,268
244,אימהות,אם,Fem,Plur,True,949
245,אימהות,אם,Fem,Sing,True,6
260,אינסטלטור,אינסטלטור,Masc,Sing,True,20
261,אינסטלטורים,אינסטלטור,Masc,Plur,True,2
264,איש,איש,Masc,Sing,True,47326
265,אישה,איש,Fem,Sing,True,27532
266,אישה,איש,Masc,Sing,True,2
267,אישיות,אישיות,Fem,Plur,True,118
268,אישיות,אישיות,Fem,Sing,True,6924
269,אישת,איש,Fem,Sing,True,13
285,אל,אל,Masc,Sing,True,9649
286,אלה,אל,Masc,Plur,True,106
287,אלה,אל,Masc,Sing,True,2
288,אלה,אלה,Masc,Sing,True,23
289,אלהי,אלה,Masc,Plur,True,19
290,אלהי,אלה,Masc,Sing,True,12
291,אלהים,אלה,Masc,Plur,True,21
292,אלהים,אלה,Masc,Sing,True,2
293,אלהים,אלהים,Masc,Sing,True,371
299,אלוף,אלוף,Masc,Sing,True,17362
300,אלופ,אלוף,Masc,Sing,True,14
301,אלופי,אלוף,Masc,Plur,True,3008
302,אלופים,אלוף,Masc,Plur,True,2898
303,אלות,אלה,Fem,Plur,True,867
304,אלות,אלה,Masc,Plur,True,21
305,אלותי,אלה,Fem,Plur,True,10
306,אלותי,אלה,Masc,Plur,True,86
307,אלותי,אלה,Masc,Sing,True,4
309,אלי,אל,Masc,Plur,True,2
310,אלי,אל,Masc,Sing,True,43
311,אליות,אל,Fem,Plur,True,12
315,אללה,אלה,Masc,Sing,True,2
316,אלמן,אלמן,Masc,Sing,True,353
317,אלמנ,אלמן,Masc,Sing,True,2
318,אלמנה,אלמנה,Fem,Sing,True,1610
319,אלמני,אלמן,Masc,Plur,True,2
320,אלמנת,אלמנה,Fem,Sing,True,1830
329,אם,אם,Fem,Sing,True,14133
330,אם,אם,Masc,Plur,True,2
331,אם,אם,Masc,Sing,True,48
332,אמ,אם,Fem,Sing,True,11206
333,אמ,אמא,Masc,Sing,True,7
334,אמא,אמא,Fem,Sing,True,3073
338,אמהות,אם,Fem,Plur,True,1636
339,אמהות,אם,Fem,Sing,True,2
350,אמים,אם,Masc,Plur,True,3
352,אמיר,אמיר,Masc,Sing,True,757
356,אמירי,אמיר,Masc,Plur,True,29
357,אמירים,אמיר,Masc,Plur,True,207
361,אמן,אמן,Masc,Sing,True,15371
362,אמנ,אמן,Fem,Sing,True,2
363,אמנ,אמן,Masc,Sing,True,12
366,אמני,אמן,Masc,Plur,True,4679
367,אמניות,אמן,Fem,Plur,True,1172
368,אמניי,אמן,Masc,Plur,True,2
369,אמנים,אמן,Masc,Plur,True,20799
389,אנכי,אנס,Masc,Sing,True,2
393,אנס,אנס,Masc,Sing,True,1048
396,אנפה,אנפה,Fem,Sing,True,444
397,אנפת,אנפה,Fem,Sing,True,83
398,אנשי,איש,Masc,Plur,True,61806
399,אנשים,איש,Masc,Plur,True,58658
452,ארבה,ארבה,Fem,Sing,True,425
453,ארבה,ארבה,Masc,Sing,True,4
494,אריה,אריה,Fem,Sing,True,6
495,אריה,אריה,Masc,Sing,True,1992
496,אריות,אריה,Fem,Plur,True,490
497,אריות,אריה,Masc,Plur,True,2390
498,אריותי,אריה,Fem,Plur,True,7
499,אריותי,אריה,Masc,Plur,True,27
503,אריית,אריה,Fem,Sing,True,12
517,ארנבון,ארנבון,Masc,Sing,True,189
518,ארנבוני,ארנבון,Masc,Plur,True,16
519,ארנבונים,ארנבון,Masc,Plur,True,162
537,אשה,איש,Fem,Sing,True,4688
546,אשים,איש,Fem,Sing,True,6
547,אשים,איש,Masc,Sing,True,43
568,אשת,איש,Fem,Sing,True,35741
569,אשתי,איש,Fem,Sing,True,13
604,בהמ,בן,Masc,Sing,True,2
608,בולם,בלם,Masc,Sing,True,58
622,בוקר,בוקר,Masc,Sing,True,13093
623,בוקרי,בוקר,Masc,Plur,True,4
624,בוקרים,בוקר,Masc,Plur,True,250
625,בוקרת,בוקר,Fem,Sing,True,29
639,בז,בז,Masc,Sing,True,913
640,בזי,בז,Masc,Plur,True,15
642,בזים,בז,Masc,Plur,True,132
643,בחורה,בחורה,Fem,Sing,True,597
644,בחורות,בחורה,Fem,Plur,True,138
679,ביזון,ביזון,Masc,Sing,True,335
680,ביזוני,ביזון,Masc,Plur,True,3
681,ביזונים,ביזון,Masc,Plur,True,249
724,בלם,בלם,Masc,Sing,True,1465
725,בלמ,בלם,Masc,Sing,True,30
726,בלמה,בלם,Fem,Sing,True,2
727,בלמי,בלם,Masc,Plur,True,647
728,בלמים,בלם,Masc,Plur,True,733
730,בן,בן,Masc,Sing,True,58810
731,בנ,בן,Masc,Sing,True,41939
732,בנאי,בנאי,Masc,Sing,True,145
733,בנאים,בנאי,Masc,Plur,True,230
734,בנות,בת,Fem,Plur,True,15510
735,בנותי,בת,Fem,Plur,True,1589
736,בני,בן,Masc,Plur,True,93497
737,בנים,בן,Masc,Plur,True,13174
753,בעל,בעל,Masc,Sing,True,59333
757,בעלותי,בעל,Masc,Plur,True,2
758,בעלי,בעל,Masc,Plur,True,68339
759,בעלים,בעלים,Masc,Plur,True,4997
760,בעלים,בעלים,Masc,Sing,True,268
761,בעלת,בעל,Fem,Sing,True,12875
787,בקר,בקר,Masc,Sing,True,4949
788,בקרי,בקר,Masc,Plur,True,413
789,בקרי,בקר,Masc,Sing,True,15
790,בקרים,בקר,Fem,Sing,True,2
791,בקרים,בקר,Masc,Plur,True,506
792,בקרים,בקר,Masc,Sing,True,2
802,ברבור,ברבור,Masc,Sing,True,533
803,ברבורים,ברבור,Masc,Plur,True,211
821,ברך,ברך,Fem,Sing,True,160
822,ברך,ברך,Masc,Sing,True,1141
823,ברכ,ברך,Fem,Sing,True,85
824,ברכ,ברך,Masc,Sing,True,500
829,ברכי,ברך,Fem,Plur,True,17
830,ברכי,ברך,Masc,Plur,True,329
831,ברכי,ברך,Masc,Sing,True,34
832,ברכים,ברך,Masc,Plur,True,5
845,בת,בת,Fem,Sing,True,75576
846,בת,בת,Masc,Sing,True,6
847,בתולה,בתולה,Fem,Sing,True,957
848,בתולות,בתולה,Fem,Plur,True,137
849,בתולי,בתולים,Masc,Plur,True,14
850,בתולים,בתולים,Masc,Plur,True,162
852,בתולת,בתולה,Fem,Sing,True,50
854,בתי,בת,Masc,Sing,True,4
856,ג'וק,ג'וק,Masc,Sing,True,32
857,ג'וקים,ג'וק,Masc,Plur,True,20
858,ג'ירף,ג'ירף,Masc,Sing,True,198
859,ג'ירפה,ג'ירפה,Fem,Sing,True,90
860,ג'ירפות,ג'ירפה,Fem,Plur,True,127
861,ג'ירפי,ג'ירף,Masc,Sing,True,5
862,ג'ירפים,ג'ירף,Masc,Plur,True,13
915,גבר,גבר,Masc,Sing,True,7044
916,גברה,גבר,Fem,Sing,True,313
919,גבריים,גבר,Masc,Plur,True,2
920,גברים,גבר,Masc,Plur,True,26380
921,גברת,גברת,Fem,Sing,True,4025
935,גדי,גדי,Masc,Plur,True,526
936,גדי,גדי,Masc,Sing,True,419
948,גואל,גואל,Masc,Sing,True,263
949,גואלי,גואל,Masc,Plur,True,52
950,גואלים,גואל,Masc,Plur,True,7
952,גובר,גבר,Masc,Sing,True,18
953,גוזל,גוזל,Masc,Sing,True,166
954,גוזלי,גוזל,Masc,Plur,True,116
955,גוזלים,גוזל,Masc,Plur,True,681
957,גולה,גולה,Fem,Sing,True,714
958,גולה,גולה,Masc,Sing,True,608
983,גור,גור,Masc,Sing,True,2326
1001,גחון,גחון,Masc,Sing,True,702
1002,גחונ,גחון,Masc,Sing,True,63
1003,גחונו,גחון,Masc,Sing,True,4
1047,גלם,גלם,Masc,Sing,True,2498
1048,גלמי,גלם,Masc,Plur,True,11
1049,גלמים,גלם,Masc,Plur,True,124
1059,גמד,גמד,Masc,Sing,True,372
1060,גמדי,גמד,Masc,Plur,True,127
1061,גמדי,גמד,Masc,Sing,True,2
1062,גמדים,גמד,Masc,Plur,True,1075
1063,גמל,גמל,Masc,Sing,True,1291
1064,גמלה,גמל,Fem,Sing,True,191
1065,גמלי,גמל,Masc,Plur,True,105
1066,גמליים,גמל,Masc,Plur,True,67
1067,גמלים,גמל,Masc,Plur,True,772
1075,גנדרן,גנדרן,Masc,Sing,True,4
1097,גרוש,גרוש,Masc,Sing,True,693
1098,גרושה,גרוש,Fem,Sing,True,254
1099,גרושות,גרוש,Fem,Plur,True,11
1100,גרושי,גרוש,Masc,Plur,True,3
1101,גרושים,גרוש,Masc,Plur,True,78
1142,דב,דב,Masc,Sing,True,2
1143,דבור,דבור,Masc,Sing,True,341
1144,דבורי,דבור,Masc,Plur,True,143
1145,דבוריים,דבור,Masc,Plur,True,7
1146,דבורים,דבור,Fem,Plur,True,454
1147,דבורים,דבור,Masc,Plur,True,1260
1148,דבי,דב,Masc,Plur,True,7
1149,דבי,דב,Masc,Sing,True,3
1152,דברי,דב,Masc,Plur,True,19
1161,דגיג,דגיג,Masc,Sing,True,4
1162,דגיגי,דגיג,Masc,Plur,True,29
1163,דגיגים,דגיג,Masc,Plur,True,109
1170,דובר,דובר,Masc,Sing,True,5628
1172,דוברות,דובר,Fem,Plur,True,1462
1173,דוברות,דובר,Fem,Sing,True,140
1174,דוברותי,דובר,Masc,Plur,True,2
1175,דוברי,דובר,Masc,Plur,True,3780
1176,דוברים,דובר,Masc,Plur,True,1313
1177,דוברת,דובר,Fem,Sing,True,1290
1183,דולק,דלק,Masc,Sing,True,5
1221,דיג,דיג,Masc,Sing,True,3733
1222,דיגים,דיג,Masc,Plur,True,9
1253,דיר,דיר,Masc,Sing,True,406
1258,דירי,דיר,Masc,Plur,True,124
1259,דירי,דיר,Masc,Sing,True,2
1260,דירים,דיר,Masc,Plur,True,73
1265,דישון,דישון,Masc,Sing,True,268
1266,דישונים,דישון,Masc,Plur,True,22
1278,דלק,דלק,Masc,Sing,True,9634
1279,דלקי,דלק,Masc,Plur,True,55
1280,דלקים,דלק,Masc,Plur,True,570
1345,האדם,האדם,Masc,Sing,True,2
1369,הבן,הבן,Masc,Sing,True,6
1370,הבני,הבן,Masc,Plur,True,32
1371,הבני,הבן,Masc,Sing,True,3
1430,הולכים,הלך,Masc,Plur,True,7
1431,הולכת,הלך,Fem,Sing,True,166
1456,הורה,הורה,Masc,Sing,True,1147
1457,הורות,הורה,Fem,Sing,True,1158
1458,הורי,הורה,Masc,Plur,True,10251
1459,הורים,הורה,Masc,Plur,True,6966
1461,הורת,הורה,Fem,Sing,True,14
1560,הלך,הלך,Masc,Sing,True,2735
1561,הלכ,הלך,Masc,Sing,True,7
1562,הלכו,הלך,Masc,Plur,True,2
1563,הלכי,הלך,Masc,Plur,True,689
1564,הלכים,הלך,Masc,Plur,True,63
1804,הרוג,הרוג,Masc,Sing,True,165
1805,הרוגי,הרוג,Masc,Plur,True,41
1806,הרוגים,הרוג,Masc,Plur,True,2851
1884,השקעה,השקעה,Fem,Sing,True,4495
1885,השקעות,השקעה,Fem,Plur,True,6654
1886,השקעותי,השקעה,Fem,Plur,True,206
1887,השקעת,השקעה,Fem,Sing,True,797
1917,התגלמויות,התגלמות,Fem,Plur,True,37
1918,התגלמות,התגלמות,Fem,Sing,True,731
2000,ווירוס,וירוס,Masc,Sing,True,693
2001,ווירוסים,וירוס,Masc,Plur,True,153
2020,וירוס,וירוס,Masc,Sing,True,673
2033,זאב,זאב,Masc,Sing,True,2849
2034,זאבי,זאב,Masc,Plur,True,76
2035,זאבים,זאב,Masc,Plur,True,1104
2036,זאטוטים,זאטוט,Masc,Plur,True,2
2039,זבנית,זבנית,Fem,Sing,True,10
2051,זונה,זונה,Fem,Sing,True,629
2052,זונה,זונה,Masc,Sing,True,6
2053,זונות,זונה,Fem,Plur,True,709
2054,זונות,זונה,Masc,Plur,True,22
2055,זונים,זונה,Masc,Plur,True,3
2056,זונת,זונה,Fem,Sing,True,43
2061,זחל,זחל,Masc,Sing,True,749
2062,זחלי,זחל,Masc,Plur,True,283
2063,זחלי,זחל,Masc,Sing,True,20
2064,זחליים,זחל,Masc,Plur,True,5
2065,זחלים,זחל,Masc,Plur,True,902
2107,זפק,זפק,Masc,Sing,True,126
2111,זר,זר,Masc,Sing,True,1612
2112,זרה,זר,Fem,Sing,True,63
2114,זרז,זרז,Masc,Sing,True,559
2115,זרזי,זרז,Masc,Plur,True,5
2116,זרזים,זרז,Masc,Plur,True,154
2117,זרזיר,זרזיר,Masc,Sing,True,92
2118,זרזיריים,זרזיר,Masc,Plur,True,19
2119,זרזירים,זרזיר,Masc,Plur,True,25
2122,זרים,זר,Masc,Plur,True,2887
2156,חבלן,חבלן,Masc,Sing,True,168
2157,חבלני,חבלן,Masc,Plur,True,75
2158,חבלנים,חבלן,Masc,Plur,True,236
2160,חבר,חבר,Masc,Sing,True,73753
2163,חברו,חבר,Masc,Plur,True,317
2164,חברו,חבר,Masc,Sing,True,538
2177,חברי,חבר,Masc,Plur,True,81490
2179,חבריי,חבר,Masc,Plur,True,80
2180,חברים,חבר,Masc,Plur,True,21094
2182,חגב,חגב,Masc,Sing,True,70
2183,חגביים,חגב,Masc,Plur,True,2
2184,חגבים,חגב,Masc,Plur,True,217
2215,חוה,חוה,Fem,Sing,True,51
2216,חוה,חוה,Masc,Sing,True,59
2218,חוטא,חטא,Masc,Sing,True,176
2219,חוטאים,חוטא,Masc,Plur,True,183
2222,חוטפ,חוטף,Masc,Sing,True,15
2223,חוטפות,חוטף,Fem,Plur,True,2
2224,חוטפי,חוטף,Masc,Plur,True,129
2225,חוטפים,חוטף,Masc,Plur,True,789
2226,חוטפת,חוטף,Fem,Sing,True,4
2234,חוקר,חוקר,Masc,Sing,True,12617
2235,חוקרה,חוקר,Fem,Sing,True,2
2236,חוקרות,חוקר,Fem,Plur,True,326
2237,חוקרי,חוקר,Masc,Plur,True,6051
2238,חוקרים,חוקר,Masc,Plur,True,18346
2239,חוקרת,חוקר,Fem,Sing,True,1760
2241,חושב,חשב,Masc,Sing,True,63
2242,חושבים,חשב,Masc,Plur,True,3
2249,חות,חוה,Masc,Plur,True,2
2250,חות,חוה,Masc,Sing,True,2
2251,חזאי,חזאי,Masc,Sing,True,72
2252,חזאים,חזאי,Masc,Plur,True,22
2259,חזירה,חזירה,Fem,Sing,True,601
2260,חזירות,חזירה,Fem,Plur,True,22
2261,חזירית,חזירה,Fem,Sing,True,2
2262,חזירת,חזירה,Fem,Sing,True,29
2268,חט,חט,Masc,Sing,True,39
2269,חטא,חטא,Masc,Sing,True,2502
2270,חטאי,חטא,Masc,Plur,True,656
2271,חטאי,חטא,Masc,Sing,True,2
2272,חטאים,חטא,Masc,Plur,True,756
2274,חטי,חט,Masc,Plur,True,45
2275,חטי,חט,Masc,Sing,True,6
2280,חטים,חט,Masc,Plur,True,175
2299,חיט,חיט,Masc,Sing,True,2
2300,חיטים,חיט,Fem,Plur,True,62
2301,חיטים,חיט,Masc,Plur,True,63
2302,חיטים,חיט,Masc,Sing,True,2
2340,חלוץ,חלוץ,Masc,Sing,True,6117
2341,חלוצ,חלוץ,Masc,Sing,True,8
2342,חלוצי,חלוץ,Masc,Plur,True,2749
2343,חלוצי,חלוץ,Masc,Sing,True,34
2344,חלוצים,חלוץ,Masc,Plur,True,1580
2352,חלמון,חלמון,Masc,Sing,True,198
2353,חלמוני,חלמון,Masc,Plur,True,8
2354,חלמוני,חלמון,Masc,Sing,True,2
2355,חלמונים,חלמון,Masc,Plur,True,48
2444,חסידה,חסידה,Fem,Sing,True,303
2445,חסידות,חסידה,Fem,Plur,True,63
2446,חסידות,חסידה,Fem,Sing,True,5493
2447,חסידת,חסידה,Fem,Sing,True,341
2496,חרגול,חרגול,Masc,Sing,True,117
2497,חרגוליים,חרגול,Masc,Plur,True,9
2498,חרגולים,חרגול,Masc,Plur,True,25
2509,חרוטים,חרט,Masc,Plur,True,138
2510,חרט,חרט,Masc,Sing,True,277
2511,חרטים,חרט,Masc,Plur,True,54
2535,חשב,חשב,Masc,Sing,True,4102
2536,חשבה,חשב,Fem,Sing,True,446
2545,חשבותי,חשב,Fem,Plur,True,319
2546,חשבותי,חשב,Fem,Sing,True,73
2547,חשבותי,חשב,Masc,Plur,True,100
2548,חשבותי,חשב,Masc,Sing,True,44
2549,חשבי,חשב,Masc,Plur,True,364
2550,חשבים,חשב,Masc,Plur,True,37
2561,חשפן,חשפן,Masc,Sing,True,32
2562,חשפנים,חשפן,Masc,Plur,True,2
2570,חתול,חתול,Masc,Sing,True,3653
2571,חתולי,חתול,Masc,Plur,True,462
2572,חתום,חתום,Masc,Sing,True,57
2573,חתומות,חתם,Fem,Plur,True,7
2574,חתומי,חתום,Masc,Plur,True,8
2575,חתומים,חתום,Masc,Plur,True,49
2582,חתלתול,חתלתול,Masc,Sing,True,34
2583,חתלתולים,חתלתול,Masc,Plur,True,30
2584,חתם,חתם,Masc,Sing,True,100
2585,חתמה,חתם,Fem,Sing,True,15
2586,חתמי,חתם,Masc,Plur,True,2
2587,חתמים,חתם,Masc,Plur,True,20
2588,חתן,חתן,Masc,Sing,True,5996
2592,חתני,חתן,Masc,Plur,True,677
2593,חתנים,חתן,Masc,Plur,True,188
2608,טוראי,טוראי,Masc,Sing,True,408
2667,טפיל,טפיל,Masc,Sing,True,538
2668,טפילי,טפיל,Masc,Plur,True,78
2669,טפילים,טפיל,Masc,Plur,True,653
2679,טרף,טרף,Masc,Sing,True,3012
2680,טרפ,טרף,Masc,Sing,True,384
2681,טרפי,טרף,Masc,Plur,True,5
2724,יהודי,יהודי,Masc,Plur,True,13376
2725,יהודי,יהודי,Masc,Sing,True,19137
2726,יהודיה,יהודיה,Fem,Sing,True,279
2727,יהודיות,יהודי,Fem,Plur,True,264
2728,יהודייה,יהודי,Fem,Sing,True,508
2729,יהודיים,יהודי,Masc,Plur,True,17
2730,יהודים,יהודי,Masc,Plur,True,82882
2731,יהודית,יהודי,Fem,Sing,True,3
2733,"יו""ר","יו""ר",Masc,Sing,True,16578
2734,"יו""רי","יו""ר",Masc,Plur,True,8
2735,"יו""רים","יו""ר",Masc,Plur,True,12
2737,יוזם,יוזם,Masc,Sing,True,587
2738,יוזמ,יוזם,Masc,Sing,True,8
2739,יוזמי,יוזם,Masc,Plur,True,425
2740,יוזמים,יזם,Masc,Plur,True,142
2748,יונה,יונה,Fem,Sing,True,2
2749,יונה,יונה,Masc,Sing,True,6
2753,יונים,יונה,Fem,Plur,True,91
2754,יונים,יונה,Masc,Plur,True,2364
2755,יונים,יונה,Masc,Sing,True,7
2757,יועץ,יועץ,Masc,Sing,True,10535
2758,יועצ,יועץ,Masc,Sing,True,566
2759,יועצי,יועץ,Masc,Plur,True,858
2760,יועצים,יועץ,Masc,Plur,True,1849
2761,יועצת,יועץ,Fem,Sing,True,1668
2762,יוצר,יוצר,Masc,Plur,True,30
2763,יוצר,יוצר,Masc,Sing,True,7102
2764,יוצרו,יוצר,Masc,Sing,True,5
2765,יוצרי,יוצר,Masc,Plur,True,2304
2766,יוצרים,יוצר,Masc,Plur,True,6681
2768,יזם,יזם,Masc,Sing,True,1257
2769,יזמה,יזם,Fem,Sing,True,123
2772,יזמי,יזם,Masc,Plur,True,218
2773,יזמי,יזם,Masc,Sing,True,3
2774,יזמים,יזם,Masc,Plur,True,1460
2792,יחשוב,חשב,Masc,Sing,True,23
2797,ילד,ילד,Masc,Sing,True,19363
2798,ילדה,ילד,Fem,Sing,True,5165
2799,ילדון,ילדון,Masc,Sing,True,4
2800,ילדונת,ילדון,Fem,Sing,True,5
2801,ילדות,ילד,Fem,Plur,True,3028
2802,ילדות,ילד,Fem,Sing,True,11819
2803,ילדות,ילדון,Fem,Plur,True,4
2804,ילדות,ילדון,Fem,Sing,True,11
2805,ילדות,ילדון,Masc,Plur,True,2
2807,ילדותי,ילד,Fem,Plur,True,2
2808,ילדותי,ילד,Fem,Sing,True,2
2809,ילדותי,ילד,Masc,Plur,True,5
2810,ילדותי,ילד,Masc,Sing,True,25
2811,ילדי,ילד,Masc,Plur,True,13273
2812,ילדי,ילד,Masc,Sing,True,3
2813,ילדיי,ילד,Masc,Plur,True,37
2814,ילדיכ,ילד,Masc,Sing,True,4
2815,ילדים,ילד,Masc,Plur,True,76144
2816,ילדת,ילד,Fem,Sing,True,506
2817,ילוד,ילוד,Masc,Sing,True,177
2818,ילודים,ילוד,Masc,Plur,True,207
2819,יליד,יליד,Masc,Sing,True,5545
2820,ילידי,יליד,Masc,Plur,True,18019
2821,ילידים,יליד,Fem,Plur,True,4
2822,ילידים,יליד,Masc,Plur,True,2524
2823,ילך,הלך,Masc,Sing,True,3
2831,ימאי,ימאי,Masc,Sing,True,392
2832,ימאיים,ימאי,Masc,Plur,True,2
2833,ימאים,ימאי,Masc,Plur,True,849
2847,ינשוף,ינשוף,Masc,Sing,True,544
2848,ינשופי,ינשוף,Masc,Plur,True,10
2849,ינשופי,ינשוף,Masc,Sing,True,2
2850,ינשופים,ינשוף,Masc,Plur,True,154
2854,יעבוד,עבד,Masc,Sing,True,4
2865,יען,יען,Fem,Sing,True,2
2866,יען,יען,Masc,Sing,True,146
2867,יענה,יען,Masc,Sing,True,2
2868,יעניים,יען,Masc,Plur,True,2
2869,יענים,יען,Fem,Plur,True,3
2870,יענים,יען,Masc,Plur,True,120
2871,יערן,יערן,Masc,Sing,True,24
2873,יערני,יערן,Masc,Plur,True,3
2874,יערני,יערן,Masc,Sing,True,2
2875,יערנים,יערן,Masc,Plur,True,49
2878,יצואן,יצואן,Masc,Sing,True,64
2879,יצואני,יצואן,Masc,Plur,True,14
2880,יצואנים,יצואן,Masc,Plur,True,91
2891,יצרן,יצרן,Masc,Sing,True,2768
2892,יצרני,יצרן,Masc,Plur,True,2068
2893,יצרני,יצרן,Masc,Sing,True,2
2894,יצרנים,יצרן,Masc,Plur,True,1773
2895,יצרנית,יצרן,Fem,Sing,True,3867
2896,יקיר,יקיר,Masc,Sing,True,801
2897,יקירי,יקיר,Fem,Plur,True,2
2898,יקירי,יקיר,Masc,Plur,True,491
2899,יקירי,יקיר,Masc,Sing,True,2
2900,יקירים,יקיר,Masc,Plur,True,2
2904,ירבוע,ירבוע,Masc,Sing,True,105
2905,ירבועי,ירבוע,Masc,Plur,True,2
2906,ירבועים,ירבוע,Masc,Plur,True,9
2911,יריב,יריב,Masc,Sing,True,5277
2912,יריבי,יריב,Masc,Plur,True,1654
2913,יריבים,יריב,Masc,Plur,True,1221
2923,ירקן,ירקן,Masc,Sing,True,385
2924,ירקנים,ירקן,Masc,Plur,True,15
2931,ישוע,ישוע,Masc,Sing,True,15
2932,ישועות,ישוע,Fem,Plur,True,92
2933,ישועיים,ישוע,Masc,Plur,True,4
2934,ישיבה,ישיבה,Fem,Sing,True,22684
2935,ישיבות,ישיבה,Fem,Plur,True,7258
2936,ישיבות,ישיבה,Masc,Plur,True,9
2937,ישיבותי,ישיבה,Fem,Plur,True,123
2938,ישיבותי,ישיבה,Masc,Plur,True,19
2939,ישיבת,ישיבה,Fem,Sing,True,21448
2940,ישיבתי,ישיבה,Masc,Sing,True,2
2946,ישראלי,ישראלי,Masc,Sing,True,913
2947,ישראליות,ישראלי,Fem,Plur,True,1309
2948,ישראליות,ישראלי,Fem,Sing,True,75
2949,ישראליים,ישראלי,Masc,Plur,True,2
2950,ישראלים,ישראלי,Masc,Plur,True,20712
2951,ישראלית,ישראלי,Fem,Sing,True,120
2955,יתום,יתום,Masc,Sing,True,310
2956,יתומה,יתום,Fem,Sing,True,75
2957,יתומות,יתום,Fem,Plur,True,236
2958,יתומות,יתום,Fem,Sing,True,2
2959,יתומות,יתום,Masc,Plur,True,4
2960,יתומי,יתום,Masc,Plur,True,160
2961,יתומים,יתום,Masc,Plur,True,2632
2962,יתוש,יתוש,Masc,Sing,True,193
2963,יתושים,יתוש,Masc,Plur,True,545
2973,כאוס,כאוס,Masc,Sing,True,1180
2989,כבש,כבש,Masc,Sing,True,1022
2990,כבשה,כבש,Fem,Sing,True,235
2991,כבשי,כבש,Masc,Plur,True,72
2992,כבשים,כבש,Fem,Plur,True,40
